Date,Open,Close,High,Low,Volume,NATR_5,NATR_8,NATR_11,NATR_14,NATR_17,NATR_20,NATR_23,NATR_26,NATR_29,NATR_32,NATR_35,NATR_38,NATR_41,NATR_44,NATR_47,High_Open_ration,Close_Open_Ratio
2021/3/2,389.820007,386.540009,390.070007,386,79595300,1.817998623388138,1.751193713842897,1.6633219282293743,1.594346167236072,1.5355020782414668,1.4828995634407482,1.455248790342247,1.454024741381061,1.4436360639607504,1.4376034122039931,1.411704181313903,1.3392767566594879,,,,0.0641322,-0.841413458
2021/3/3,385.790009,381.420013,386.829987,381.309998,119940200,1.7106752327063293,1.7019274868303604,1.6459113912735357,1.5932775860615562,1.544014652,1.497511503698028,1.4724864445077082,1.4715930624704845,1.4619617875488151,1.4563144015175948,1.4315745639348558,1.3618681972306488,1.3322588293236723,,,0.269571,-1.132739547
2021/3/4,381.220001,376.700012,384,371.880005,183433000,2.227210829851928,2.0552880886918983,1.9250141946203783,1.827130717593694,1.747144506350666,1.678288250600609,1.6348095415136752,1.6179860780489004,1.5960888397269664,1.5801891683738256,1.547728722393465,1.4732132877104274,1.437926193338465,,,0.7292374,-1.18566418
2021/3/5,380.459991,383.630005,384.76001,372.640015,152039600,2.5110828619566266,2.2717457015837925,2.1017489890501557,1.9761473249310406,1.8759957562247285,1.7919065978160098,1.7347791511087784,1.7050942357879193,1.6733924120620687,1.6490774623632476,1.610854735044943,1.5344311350795272,1.4951578627624469,,,1.1302158,0.833205613
2021/3/8,384.660004,381.720001,387.679993,381.420013,123149200,2.22907843,2.1401855591473593,2.033544597998977,1.9398893214527368,1.8581112607265282,1.7855458210477928,1.7348328307252545,1.7081677775157322,1.6789771781242822,1.6562750575885172,1.620083007592988,1.5471259258701195,1.5091772996978858,1.4241538384863484,,0.7851061,-0.764312112
2021/3/9,385.850006,387.170013,389.910004,385.309998,113633600,2.1702506707165723,2.1112350272291844,2.023324539646347,1.9396181557106222,1.8634438332854655,1.7942152406905685,1.744157242852734,1.7160654991441064,1.6860101682816526,1.6621962087537858,1.6260596699176315,1.555604308198845,1.5178103248154642,1.4357175263295334,,1.0522218,0.342103662
2021/3/10,389.690002,389.579987,391.399994,388.170013,109899400,1.7998101639216466,1.8731981078577016,1.856636714071624,1.815374228536322,1.7667901306756773,1.7167031029577997,1.6794020843535418,1.6595483001459628,1.636260335382569,1.617602581665716,1.5865440148428573,1.5223811415772373,1.4882952544879045,1.4116780053256763,,0.4388083,-0.028231415
2021/3/11,392.230011,393.529999,395.649994,391.73999,86245000,1.7019801502910106,1.785074942082367,1.7887425970875508,1.7631923894054635,1.7261000360434944,1.6845175128543342,1.652537414327355,1.635450784407756,1.6146775166378775,1.5977954649453878,1.5690543530154295,1.5089132615310146,1.476646864,1.4039503366161648,1.3934633658170534,0.871933,0.331435118
2021/3/12,392.070007,394.059998,394.209991,391.200012,64653600,1.3877399397811847,1.5562659970622013,1.6159202835467732,1.627889854159385,1.6171184006871204,1.5947838732333295,1.576441712539413,1.5688501585142365,1.5559279513758322,1.5452338269800847,1.5223270060885539,1.4687788911304709,1.4408121001004368,1.3736965397210168,1.3654328883440736,0.5458168,0.507560121
2021/3/15,394.329987,396.410004,396.690002,392.029999,73427200,1.311525844496926,1.4644870426261987,1.5345425114082163,1.5592142901226214,1.559533937584549,1.5463031346992766,1.5344674758751329,1.5311053457373558,1.5219605500003586,1.5142235198765697,1.4945383709012645,1.4454808592925135,1.4200459176340061,1.3571084455548845,1.3497638429038823,0.5984873,0.527481315
2021/3/16,397.070007,395.910004,397.829987,395.079987,73722500,1.1069888924607385,1.2948400602728325,1.396167471529508,1.445639290420953,1.4651811390191631,1.466955630992545,1.4662551190852715,1.4709325769739514,1.4685972973441679,1.4663459406636226,1.4518800909361744,1.4087061673018395,1.3872089786235737,1.3293014645276895,1.3240990535803492,0.191397,-0.292140675
2021/3/17,394.529999,397.26001,398.119995,393.299988,97959300,1.1399223174465984,1.2733005027484947,1.3617378897469823,1.4104047614039186,1.4327699004651653,1.4382888120418793,1.4406090674893204,1.4472212498286836,1.446920329101817,1.4463295366404065,1.4339665509094333,1.394144301061094,1.374438553721781,1.3198298330243399,1.3151707740884477,0.9099425,0.691965378
2021/3/18,394.480011,391.480011,396.720001,390.75,115349100,1.3254760215212456,1.3745051420558165,1.4286898199132352,1.462121195429617,1.477146082006308,1.478895666702351,1.478632561677562,1.4829838300270477,1.481259312916265,1.479516499530645,1.4666818991198762,1.4274560451670173,1.4075024384612413,1.3536989359205283,1.348269175732358,0.5678336,-0.760494807
2021/3/19,389.880005,389.480011,391.570007,387.149994,113624500,1.2664715288565818,1.3267380683001555,1.3858301413043526,1.4249919972934633,1.4458555773281145,1.453000339,1.4569441122990412,1.4642472315807435,1.465264596869622,1.4657645523298004,1.455359852146865,1.4194047551135482,1.4014024044394617,1.350614672977906,1.346011656014237,0.4334672,-0.10259413
2021/3/22,390.029999,392.589996,394.070007,389.970001,73778600,1.2273451562772333,1.2835457257521379,1.3405696042395474,1.381097492212547,1.4049303400705893,1.4155536660257166,1.4223822066288658,1.4316486100557018,1.4346905566239767,1.4368807308864673,1.4285712849495458,1.3959040758420824,1.3797702672763978,1.3323262550079762,1.328424302188825,1.0358198,0.656359
2021/3/23,391.910004,389.5,393.459991,388.660004,90686600,1.2355032605793714,1.2800878275201655,1.331394855725557,1.3707596347904727,1.3956615240932047,1.408265707,1.4168895962601353,1.4274017451033458,1.4318238662229226,1.435192937,1.428373444,1.3980226125140969,1.3831748608373613,1.3379825783679296,1.3345206251711714,0.3954956,-0.614938117
2021/3/24,391,387.519989,392.75,387.470001,97588600,1.2820473629738602,1.303490971298781,1.3422496344764983,1.3757296720611323,1.3983167456612362,1.4104182018655351,1.4189941943821782,1.4293479445228312,1.434031048570176,1.4376765254969406,1.4316071059811502,1.402978260319704,1.3889215409790117,1.3456051977170977,1.3422213987818248,0.4475703,-0.890028389
2021/3/25,385.980011,389.700012,390.549988,383.899994,116128600,1.4187300563851988,1.3873635840047478,1.3966906669130974,1.4131544370242999,1.4255993970326257,1.4314720865431696,1.435671446805622,1.4424695944749857,1.4447042830038919,1.4464100869318057,1.4393119177807654,1.4110944368674152,1.3966416478716588,1.354449363302669,1.35020147,1.1839932,0.963780738
2021/3/26,390.929993,395.980011,396.410004,390.290009,114409100,1.4956625676711623,1.438509098364309,1.4278713377957228,1.431247382478085,1.4353833456637837,1.4359848819991774,1.4363713636482633,1.4399584742631746,1.439974549611454,1.4398986138401866,1.4319321310002837,1.404398046507577,1.3897315903013026,1.3490379344030423,1.3440272672609963,1.4017883,1.291795997
2021/3/29,394.399994,395.779999,396.75,392.809998,108107600,1.3294466319552694,1.3406287309512446,1.3564112842038263,1.373774997212717,1.3871525472977881,1.3946908103487021,1.4002977346329482,1.4077096469573478,1.4110223108955187,1.4136491181983104,1.4083695125366127,1.384102405275956,1.371627676402153,1.3339767251455812,1.3301563441845707,0.5958433,0.349899853
2021/3/30,394.420013,394.730011,395.450012,393.019989,76262200,1.1217268650424594,1.2008658930523686,1.249885238448419,1.2870006432996142,1.3139948657376022,1.3318115595987583,1.3452885555869292,1.3586956919539102,1.3670715843852876,1.373882489,1.3725101772407424,1.3524728826066568,1.3430828182306889,1.3091557689540794,1.3072579163839637,0.2611427,0.07859591
2021/3/31,395.339996,396.329987,398,395.309998,112734200,1.0198214075202037,1.1135845214588276,1.1748774427235937,1.2209066776345356,1.2549544036765217,1.2786857499603823,1.2969584546801378,1.3140889323441376,1.325787046168456,1.335410766313989,1.3368637089663722,1.3202465308319538,1.3132516037981699,1.2825905800583492,1.2821091566625746,0.6728396,0.250415088
2021/4/1,398.399994,400.609985,400.670013,398.179993,99682900,1.0337354342025904,1.0976133398151273,1.1491635719822662,1.1912617471373321,1.2239699084434026,1.2477227251716656,1.266456493487905,1.283998103,1.2964048443638558,1.3067321673895642,1.3092906861800369,1.2947164357855405,1.2889418431223139,1.2606418373940687,1.2607007727677209,0.5697839,0.554716625
2021/4/5,403.459991,406.359985,406.940002,403.380005,91684800,1.198650808,1.187783029,1.203708458429952,1.2255161653400963,1.245660225049445,1.2612739887444078,1.2743027969508292,1.2874522351091833,1.2967057363458072,1.3045748820310132,1.3055959861920095,1.2908238770312308,1.284371534665378,1.2568007390162712,1.255981606879427,0.8625418,0.71878106
2021/4/6,405.76001,406.119995,407.23999,405.399994,62021000,0.950595114,1.025058741122144,1.0791943218489075,1.1231505928591647,1.1582486334227158,1.1849762477213852,1.2065567632702507,1.2263503707385248,1.2411783418826816,1.2536925435651012,1.2589619275791966,1.248585664,1.245508444841471,1.221788920704995,1.223238111705486,0.3647427,0.088718699
2021/4/7,405.940002,406.589996,406.959991,405.450012,55836300,0.7567896202701425,0.8788743745061486,0.9601850701406717,1.0217888179473293,1.0696282556606946,1.106251213767458,1.1356798920789304,1.161706358692279,1.181852441,1.1988574487961787,1.2082771596924102,1.2022312730362592,1.2025119101892183,1.1826432392276032,1.186388775908068,0.2512659,0.160120707
2021/4/8,407.929993,408.519989,408.579987,406.929993,57863100,0.6645168733362851,0.7885888837143857,0.8775610239636606,0.946316264,1.000413521047655,1.042557955531035,1.0767151654510152,1.1066553813062654,1.1303258257934774,1.1504014062754675,1.162821788160052,1.1601705099347985,1.1630351633698481,1.1463922829000213,1.1518812808091308,0.1593396,0.144631679
2021/4/9,408.390015,411.48999,411.670013,408.26001,61104600,0.716045893,0.7930747408686537,0.8641386389019706,0.9247141149108855,0.9749154840142203,1.015382001901664,1.0489231753057544,1.0786700181896824,1.1026027656021375,1.123104139323593,1.1363326710217958,1.1352275295431171,1.139119596975033,1.1243659279617826,1.1304477548171334,0.8031533,0.759072183
2021/4/12,410.850006,411.640015,411.929993,410.200012,56704900,0.6172784525340423,0.7100034346285867,0.7898973327467239,0.8571622180880563,0.9129718737223603,0.9583694217877446,0.9961846064476718,1.029535305750126,1.0567385540951915,1.080123343151775,1.0961600258099229,1.0981702866089735,1.1044930595210207,1.0926810057295866,1.1004619951407633,0.2628665,0.192286476
2021/4/13,411.529999,412.859985,413.529999,411.119995,56551000,0.6048809524941616,0.6803117718694046,0.7535917007076072,0.8185099827561155,0.8739918735805257,0.920127652,0.9591153745399044,0.9936961341031406,1.022290505197707,1.0470408916051581,1.0646327902902786,1.0687103379881433,1.0765867284537123,1.0669758497916755,1.0758153699788289,0.4859913,0.323180814
2021/4/14,412.829987,411.450012,413.959991,410.869995,61659900,0.6549697074315548,0.6978338613141115,0.7553120415072173,0.8119397745356437,0.8629885314348601,0.9068732362742149,0.9447853960697652,0.978871755,1.0074742521386288,1.0324696974866607,1.0506544734967695,1.0558920682610473,1.0645962817832066,1.0564263978701307,1.0658144970861876,0.2737214,-0.334271987
2021/4/15,413.73999,415.869995,416.160004,413.690002,60229800,0.809526855,0.7886718578648018,0.8114975701759253,0.8472106913584188,0.8847883480503682,0.919647002,0.951228919,0.9806232554079106,1.005819667890814,1.028227667423297,1.0446586969481613,1.0491771256419449,1.0570567919333858,1.0490812973881751,1.0577399229420816,0.5849118,0.514817289
2021/4/16,417.25,417.26001,417.910004,415.730011,82037300,0.7120381674751077,0.7274689550442649,0.7610709176507128,0.8014638446867127,0.8419090232219478,0.8790472883536331,0.9125929502131641,0.9436600550412726,0.9704680116351058,0.9943570068279517,1.0123606168917119,1.018849821513075,1.0282458510041057,1.0223361824827326,1.0320595343237093,0.1581795,0.002399041
2021/4/19,416.26001,415.209991,416.73999,413.790009,78498500,0.755609793,0.7543187477541593,0.7766441220454764,0.8094610539741751,0.8449164701202545,0.8788478454794001,0.9103173047303151,0.9399786568057814,0.9659570051713302,0.9893546636735832,1.0072680065978303,1.0142310541886888,1.0239130600543163,1.018865466142333,1.0287620791587648,0.1153077,-0.252250751
2021/4/20,413.910004,412.170013,415.089996,410.589996,81851800,0.8810870402549669,0.8401074165650059,0.8387928238338902,0.8561598293923894,0.8811201086240062,0.9077646493998437,0.9340200631695809,0.9597992112139538,0.9829357304441668,1.0041816182199976,1.0205970622153655,1.0267979141064447,1.0357235706309542,1.0305808337594509,1.0398724968882964,0.2850842,-0.420379064
2021/4/21,411.51001,416.070007,416.290009,411.359985,66793000,0.9768530080340085,0.9106038076608168,0.8899258170270716,0.8930370707446207,0.9075322891272063,0.9264602503181985,0.9469015626032089,0.9681433547156892,0.9878009558352543,1.0062922568584038,1.020690141110232,1.0257748157128173,1.033581368461451,1.0282088563615692,1.0365743964110314,1.1615754,1.108113263
2021/4/22,415.890015,412.269989,416.779999,411.130005,97582800,1.1140578686663845,1.0193221349834192,0.9768503929753953,0.9638272948341559,0.9664042234439347,0.9764720946204036,0.99019863,1.0062072237972912,1.0218094092260386,1.0370761727543532,1.0490071269859582,1.0524209761333065,1.0586963685120094,1.052476104479531,1.0596426043888203,0.213995,-0.870428688
2021/4/23,412.869995,416.73999,418.25,412.790009,73209200,1.2130556117423934,1.1031801808017014,1.044468840084621,1.0176839659838903,1.0092508676827154,1.0106604171025833,1.0175253518496157,1.0279727216648429,1.0391227480751273,1.0507401169456587,1.0598217320053132,1.0613283589048585,1.065798262686722,1.0586877025974444,1.064388146398763,1.3030748,0.937339852
2021/4/26,417.440002,417.609985,418.220001,416.809998,52182400,0.9251524218336101,0.9349971421589836,0.9276441549726863,0.9274087121415832,0.934620765,0.9462544944859667,0.9603217969233728,0.9760955542421464,0.9914541277044127,1.0064813915036583,1.0185464163757312,1.0229779886939683,1.0298075523952082,1.0252785296002938,1.0326803015922663,0.186853,0.040720343
2021/4/27,417.929993,417.519989,418.140015,416.299988,51303100,0.7638025349801854,0.8253109576361426,0.8466540780867092,0.8626879895742525,0.8799201889453793,0.8982913606905838,0.9172100546807137,0.9366317268740608,0.9549369076368688,0.9723956461564464,0.9866514056083832,0.9933269746112915,1.0019664027075101,0.9995086118853335,1.0082279378932186,0.0502529,-0.098103512
2021/4/28,417.809998,417.399994,419.01001,416.899994,51238900,0.6778527904548406,0.7544295358611387,0.7900002536686841,0.8152797496090635,0.8385443715477348,0.8611176546595769,0.8831437699523129,0.9049464102414458,0.925231615,0.9443624015243914,0.9601894441755918,0.9685818513037495,0.9786001496839625,0.9778278721995225,0.9875593001914567,0.2872148,-0.098131687
2021/4/29,420.320007,420.059998,420.720001,416.440002,78544300,0.7886741624764048,0.809485418,0.8239816596019296,0.8379550125974918,0.8538640619042841,0.8712110753414705,0.8893305258803299,0.9080815178223158,0.9260079222805483,0.9432622572596858,0.9577086996195461,0.9653434158634522,0.9746174438871132,0.9737365482797788,0.98287215,0.0951642,-0.061859772
2021/4/30,417.630005,417.299988,418.540009,416.339996,85527000,0.82640879,0.8318629257431546,0.8397671267215239,0.8498903274839149,0.8630597178413439,0.8783515513664256,0.8948986135103315,0.9124103548941549,0.9294200448968333,0.9459824538299174,0.9600097655506544,0.9676111096553456,0.9767960102646621,0.9762331999708156,0.9852925321464849,0.2178972,-0.079021382
2021/5/3,419.429993,418.200012,419.839996,417.670013,68128300,0.7522090937912173,0.7805824534271051,0.7995276589958714,0.8159686526558649,0.8329983498655581,0.8508331774094037,0.869172179,0.8879963570504406,0.9060829375193342,0.9235477950125038,0.9384671979438322,0.9471614012004214,0.9572020480088032,0.9578315264355683,0.9675134947098799,0.0977524,-0.293250607
2021/5/4,416.070007,415.619995,416.600006,411.670013,101591200,1.0283011882043802,0.9600321294913852,0.9322667785076244,0.9210489025870843,0.9196112102028455,0.9242130920978623,0.9326159167437257,0.9437041053135542,0.9556701644908645,0.968181791,0.9791180614543489,0.9847387491469848,0.9920965079644934,0.9907715768380804,0.9984205912312379,0.1273822,-0.10815776
2021/5/5,417.380005,415.75,417.630005,415.149994,60162200,0.8841580833032642,0.879017049,0.8760652111084483,0.8775281016226083,0.8834560172891305,0.8927422699786745,0.9043401782307926,0.9177131545664882,0.9314475695847331,0.9453721274351508,0.957573174,0.9645377009655527,0.9729638362791746,0.9729530164173532,0.9813753263294004,0.0598975,-0.390532603
2021/5/6,415.829987,419.070007,419.209991,413.679993,74321400,1.0246317041300947,0.9715053981449748,0.9442019702099099,0.9304443186974546,0.925693786,0.9269952445563405,0.9323767393224528,0.9407498015865571,0.9504363278962341,0.9610162545652186,0.970520369,0.9754959029069539,0.982128677,0.9809935547089271,0.9880167044692713,0.8128332,0.779169396
2021/5/7,419.890015,422.119995,422.820007,419.160004,67733800,0.9742765449466104,0.9475719017890655,0.9292119378386723,0.9190083486324756,0.9156016859885331,0.9172569146655013,0.9225343600499727,0.930576242,0.9398893033063435,0.950090733,0.9593338000859464,0.9643411618190354,0.9709057601812181,0.9701040346264297,0.9770235126838019,0.6977999,0.531086694
2021/5/10,422.5,417.940002,422.73999,417.809998,81852400,1.0492115409450231,1.0065032479410445,0.9786866858989965,0.9617188695402074,0.9530739169727805,0.9505414949618277,0.9524136979610146,0.9576396150281308,0.9646431103718053,0.9729263363582785,0.9806320957716714,0.9845299055443145,0.990091293,0.9886858640844653,0.9948283883347012,0.0568024,-1.079289467
2021/5/11,413.100006,414.209991,415.269989,410.059998,116888000,1.339912430264525,1.2126448700006272,1.1399861740297803,1.0946510496520807,1.0661854841443918,1.048940894951259,1.0394425781199932,1.0356080443321518,1.0352690259295876,1.0374894737189198,1.0401825200940569,1.0400122259709437,1.042026730495906,1.037803702194127,1.0412298846943253,0.5252924,0.268696438
2021/5/12,411.230011,405.410004,412.589996,404,134811000,1.7521433530957087,1.5232934258557258,1.3903486104834744,1.3050818250189462,1.248118226925822,1.2094930673229276,1.183374352179917,1.1662613195514449,1.155120637621665,1.1483990932586976,1.143631945510482,1.1372460452308335,1.1338734870359344,1.1251353482886333,1.1244397522386431,0.3307115,-1.41526806
2021/5/13,407.070007,410.279999,412.350006,407.019989,106394000,1.718073098638676,1.5466156367480595,1.4267924292549208,1.343182279234359,1.2842170481193644,1.2424118745916255,1.2128444850493294,1.1923519789379085,1.1780840223152975,1.1685107398421632,1.161249953713094,1.1528639992928094,1.1476103801810678,1.137546655,1.1352775431475344,1.2970739,0.788560185
2021/5/14,413.209991,416.579987,417.48999,413.179993,82201600,1.7049796156616666,1.5693441880983023,1.4594720486174735,1.377254338169343,1.3165692618155695,1.2719213205341322,1.239190445324397,1.2155375291225907,1.1983003976239355,1.1859858013506666,1.1763032154252941,1.165958783352459,1.1588503127539322,1.147472936265987,1.1436356612137386,1.0357927,0.815564985
2021/5/17,415.390015,415.519989,416.390015,413.359985,65129200,1.3978637357084374,1.395922166744725,1.34848484,1.2999897863355057,1.2593728801533162,1.2275247836156795,1.2034000959621258,1.185771327508558,1.1729290030857915,1.1639156240501556,1.1568389351873523,1.148728031902562,1.1433840132113624,1.1337127336406798,1.131068928,0.2407376,0.03128963
2021/5/18,415.799988,411.940002,416.059998,411.769989,59810200,1.2871466236565663,1.3265784984102207,1.3070725969996337,1.2753045595763146,1.2448840230394183,1.2194520186599171,1.1994881156270494,1.1846200147902073,1.173675311166608,1.1659934404550047,1.159921588614276,1.1526959801063292,1.147991860075735,1.1390253548134697,1.1367534371097037,0.0625325,-0.928327588
2021/5/19,406.920013,410.859985,411.049988,405.329987,106467100,1.396628152570237,1.3920119946073706,1.3602277594685002,1.3226792280087314,1.288230619090617,1.2594353388629498,1.2364897667539567,1.2189258641956908,1.205564768479546,1.1957109284339702,1.187740288224863,1.1789618467989735,1.172810255393086,1.1627663590887125,1.159286701465849,1.0149353,0.968242375
