,Open,Close,High,Low,Volume,DMN_14,AO_5_34,APO_12_26,BIAS_SMA_26,CMO_14,COPC_11_14_10,DPO_20,NATR_14,QQE_14_5_4.236_RSIMA,RSI_14,RVI_14,THERMOma_20_2_0.5,ZS_30,TRIX_30_9,VIX_Close,VIX_Open,VIX_High,VIX_Low,VIX_WCP,VIX_OHLC4,VIX_MIDPRICE_2,VIX_LDECAY_5,High_Open_ration,Close_Open_Ratio
10,378.339996,378.649994,379.230011,376.75,51233300,,,,,,,-0.5950087999999596,,,,,,,,23.24,23.030001,23.559999,22.530001,23.1425,23.09000025,24.165,24.14,0.23524211275828352,0.08193635441070506
11,381.109985,383.890015,384.790009,380.690002,61836100,,,,,,,4.013011500000005,,,,,,,,21.58,22.82,22.860001,21.370001,21.8475005,22.1575005,22.465,23.04,0.9656068181997391,0.7294560912645757
12,384.48999,384.23999,384.950012,383.25,47840100,,,,,,,3.9324872499999515,,,,,,,,21.32,21.34,22.219999,21.09,21.48749975,21.49249975,21.9750005,21.38,0.11964472729186987,-0.06502119860129518
13,382.25,382.880005,384.130005,381.839996,52860500,,,,,,,2.1100022499999795,1.0981549408169498,,,0.0,,,,21.91,22.24,23.73,21.27,22.205,22.287499999999998,22.41,21.91,0.4918260300850184,0.16481491170699353
14,383.670013,384.390015,384.769989,378.459991,70402000,0.9379723869012796,,,,45.396631168154364,,3.042012349999993,1.1668704072173488,72.69831558407718,72.69831558407718,11.723238614575394,,,,23.190001,22.309999,26.629999,22.200001,23.8025005,23.5825,23.9499995,23.190001,0.28669845511226505,0.18766178632783123
15,385.410004,383.790009,385.850006,383.540009,42665300,0.8381205413621295,,,,40.746836676043976,,1.8765064500000221,1.0931208188092478,71.92334983539212,70.37341833802198,10.514114712053004,,,,23.02,23.91,23.940001,22.549999,23.1325,23.355,24.415,23.02,0.11416465463620729,-0.4203302932427299
16,380.220001,374.410004,380.320007,372.01001,123351100,1.937806346186614,,,,-8.51137754057349,,-8.049497649999978,1.3906100713333764,63.197003633499165,45.744311229713254,9.434201384253427,,,,37.209999,23.82,37.209999,23.709999,33.834999,30.48749925,29.879999,37.209999,0.026302140796625465,-1.5280619075060202
17,376.359985,377.630005,381.929993,375.890015,94198100,1.7445704517812963,,,,3.919781492958207,,-5.538497849999999,1.4604340900320867,59.451299337825816,51.95989074647911,19.204616889735693,,,,30.209999,33.25,36.290001,27.389999,31.0249995,31.784999749999997,30.459999000000003,37.009999,1.479968174618784,0.3374482013543465
18,375.630005,370.070007,376.670013,368.269989,126765100,2.314345237585105,,,,-19.420715938051625,,-13.928494650000061,1.6288002367748096,53.064080235541944,40.289642030974186,16.548204043919522,,,,33.09,35.16,37.509998,29.24,33.2324995,33.7499995,32.4499985,33.09,0.2768703208360579,-1.4801794121851388
19,373.720001,376.230011,377.339996,370.380005,75817600,2.095501400685358,,,,0.24049131008460697,,-8.455491700000039,1.6461577623097736,52.08280204204206,50.1202456550423,28.225177117348665,3.7210583157894677,,,30.24,31.450001,33.959999,29.030001,30.8675,31.170000249999998,33.2699995,32.89,0.9686382827554259,0.671628490121931
20,379.649994,381.549988,383.220001,376.320007,64450700,1.901831190009953,,,,13.487632142824774,,-3.477013999999997,1.6510443692776016,53.63647338516551,56.74381607141239,38.2868326282815,3.9323862857142795,,,25.559999,28.01,28.08,25.309999,26.12749925,26.739999500000003,29.634999,30.04,0.940341645310294,0.500459378382077
21,382.440002,381.850006,383.700012,380.480011,52427100,1.729674488591539,,,,14.179749704189456,,-3.4664964500000224,1.5422159717009194,54.78760720747525,57.08987485209473,46.961960189283225,3.954064163265302,,,22.91,24.59,25.43,22.91,23.54,23.959999999999997,25.494999999999997,25.359999000000002,0.3294660583125984,-0.154271518908732
22,382.959991,386.190002,386.23999,381.970001,47142600,1.5760351109894548,,,,23.690348107086912,,0.6659998499999915,1.473132235500802,57.14012948949799,61.84517405354345,54.83230390418105,3.819389290573365,,,21.77,23.440001,23.440001,21.68,22.16500025,22.5825005,23.555,22.71,0.8564860761133596,0.8434330154347613
23,388.200012,387.709991,388.470001,386.140015,48669800,1.4384366482381405,,,,26.751958224768423,1.185708284143957,2.03048960000001,1.351837475632855,59.21874603046007,63.375979112384215,61.70146767753344,3.8527821200425665,,,20.870001,21.99,22.16,20.860001,21.19000075,21.4700005,22.150001,21.57,0.06954894169349216,-0.12622900176520677
24,389.269989,390.51001,390.559998,388.350006,38365200,1.3148143502557053,,,,32.15217920554221,1.9040195115085898,4.431509600000027,1.2605008582911017,61.50452722123042,66.0760896027711,67.95943592028155,3.6963258228956555,,,21.24,21.889999,22.07,21.23,21.445,21.60749975,21.5100005,21.24,0.33139184536519656,0.31855037250251855
25,389.609985,390.25,390.890015,389.170013,35551100,1.2034329544210416,,2.0606429102563766,0.027006941876115187,31.184985633541388,2.278018286440478,3.7755004499999814,1.1519277447946141,62.86718241974385,65.5924928167707,56.47668045358178,3.422390696905591,,,21.629999,21.57,22.26,20.65,21.542499499999998,21.527499749999997,21.455,21.629999,0.32854137452355353,0.16427068726177677
26,392.119995,390.079987,392.279999,387.5,59154400,1.2424400098171722,,1.7159619358974396,0.02435212188264191,30.512369146076924,2.6631758046947094,3.4689884499999835,1.1621577553151548,63.663516470842055,65.25618457303845,46.8177728390228,3.255497582914581,,,21.99,21.639999,23.85,19.690001,21.880000250000002,21.792499999999997,21.770000500000002,21.99,0.04080485617673184,-0.5202509502225205
27,391.23999,390.709991,391.690002,388.100006,42913300,1.1398187187457338,,1.5472423333333154,0.024002149935427708,31.905655173093795,3.563581391856407,3.123493450000012,1.1280911877353212,64.42662017607701,65.9528275865469,55.99657474806597,3.002593622637003,,,21.25,22.09,23.25,21.110001,21.71500025,21.92500025,21.770000500000002,21.79,0.11502198433243371,-0.13546646905904872
28,389.850006,392.640015,392.899994,389.769989,50593300,1.0467133956742782,,2.3321781089744604,0.027084053454381918,36.13067899552416,4.284675616906466,4.538017550000006,1.0791624607244379,65.6395266166387,68.06533949776207,63.722700876030764,2.8756783252430025,,,19.969999,21.6,22.450001,19.950001,20.585,20.99250025,21.6000005,21.05,0.78234909659075,0.715662166746253
29,393.959991,392.299988,394.170013,391.529999,50972400,0.9620812842148542,,3.0469850769231357,0.024833575901233917,34.54678245403419,5.176993917530014,4.2044892999999774,1.0258125119564783,66.1841481534315,67.27339122701709,52.54809392330951,2.76942419902938,1.627850577798637,,21.459999,21.129999,22.459999,20.879999,21.564999,21.482499,21.205,21.459999,0.05331048959232534,-0.4213633460053606
30,390.420013,392.390015,392.660004,389.329987,52290600,1.0612395723534904,,4.478908628205204,0.02392370937706234,34.76320746977283,6.0560097864137115,4.552016000000037,1.001986840346433,66.58330001391647,67.38160373488641,60.247131652459714,2.715194465788483,1.5613043320771733,0.000765557586124288,21.5,22.02,23.440001,21.09,21.88250025,22.01250025,22.16,21.5,0.5737387750151096,0.5045853015736728
31,389.589996,390.720001,391.519989,387.73999,59712800,1.1032289492901628,,5.223715525641012,0.01833637152741452,26.412946861717803,6.224407328340938,3.0100018500000374,1.0307825197262626,65.45769115289728,63.2064734308589,51.07529262991388,2.60803280238006,1.234885521464066,0.0020309368631954428,22.49,21.98,24.23,21.799999,22.75249975,22.624999749999997,22.66,22.49,0.49539080053791335,0.29004979891733146
32,392.070007,390.029999,392.380005,389.549988,83241000,1.016313804641086,,5.497305801282039,0.01539190843716609,23.02119894333175,6.6142302549699235,2.6194993499999555,0.9916705428936272,64.14199392582015,61.510599471665884,45.338826290542045,2.532029487867674,1.0599896973723348,0.0036412130114404917,22.049999,23.1,23.190001,20.84,22.03249975,22.295,22.535,22.29,0.07906700192958328,-0.5203172809900759
33,387.059998,387.029999,389.619995,386.73999,67414200,1.1565931404607452,8.331201235294088,5.650510730769213,0.006851897947570684,9.29113565830015,6.106398991199626,-0.2135008000000198,0.9794517575351569,60.97651856026346,54.64556782915007,41.426163881752906,2.5585026794993246,0.5325901108329646,0.005302366888537691,23.450001,24.459999,25.09,21.959999,23.48750025,23.73999975,22.965,23.450001,0.6613953943130051,-0.007750478002129294
34,384.660004,387.5,388.950012,380.200012,107284100,1.5747787500312251,6.251496479411799,5.411984576923032,0.007163601414862164,10.967632412074401,5.329176558830188,0.2900008499999558,1.1489038736536672,59.14561777552137,55.4838162060372,45.8618650336719,2.9376908052612904,0.5735809316861445,0.007016860021002991,23.110001,22.82,27.01,22.5,23.932500500000003,23.86000025,24.4849995,23.250001,1.1152726967683388,0.7383133079778122
35,386.329987,391.769989,392.230011,385.269989,72433900,1.4532087691290838,5.259114849999946,5.1322417051281946,0.016628691450032207,24.601746689738093,4.875085873981927,4.387489250000044,1.2217385821812476,60.1973696319706,62.300873344869046,49.02873828256464,3.140765680950691,1.1816802969744462,0.009053002391889997,21.34,23.76,25.040001,21.309999,22.2575,22.8625,24.1599995,22.910001,1.527198042744731,1.408123154571481
36,390.410004,382.329987,391.880005,380.779999,146670500,1.6862977917056954,4.20852914411762,4.309034929487154,-0.00823202892134789,-8.689482180693746,3.3440063239050537,-5.220013100000017,1.4720839987763936,55.34999939119811,45.65525890965313,45.00638260035957,3.269263235145867,-0.3562606991476938,0.010661166849890158,28.889999,21.73,31.16,21.52,27.6149995,25.82499975,26.2349995,28.889999,0.37652749287642945,-2.069623451554791
37,384.350006,380.359985,385.579987,378.230011,152701600,1.7522393317027871,2.2788825852940136,3.620637397435928,-0.012994621421798414,-13.861750000139855,1.6784205380737665,-7.378514549999977,1.5400637424212982,51.25637459410876,43.069124999930075,39.94401188059243,3.557906546084353,-0.6809552244496326,0.011758228427471984,27.950001,28.73,30.82,25.23,27.9875005,28.18250025,26.34,28.689999,0.32001586595526404,-1.0381217478112938
38,385.589996,389.579987,390.920013,380.570007,105348800,1.6191132924793332,1.6021798499999704,3.373586230769206,0.01039209029931154,11.426240018299575,0.9107946873983687,1.6609866500000408,1.6645495165991526,52.741956399122444,55.71312000914978,46.81485106035882,3.7276322083620306,0.7655019655942618,0.013069306346302767,23.35,25.200001,25.389999,23.17,23.814999750000002,24.277500000000003,26.995,27.750001,1.382301681913967,1.0347755495191924
39,389.820007,386.540009,390.070007,386.0,79595300,1.4966581872986582,2.03285434117646,2.8853183461538947,0.002141906116132297,3.281397848922937,-0.09538411848103681,-1.6224910999999906,1.594346167236072,52.37487057423546,51.640698924461475,41.29651737380467,3.889761807565649,0.21647067472323253,0.014322348593132084,24.1,23.58,24.6,22.799999,23.89999975,23.769999749999997,24.094999,24.1,0.06413216241104834,-0.8414134577756492
40,385.790009,381.420013,386.829987,381.309998,119940200,1.7371631728967782,0.9215585029411386,2.0645490256410426,-0.010839228416649527,-8.808765201911358,-1.3590750617568699,-6.780487600000072,1.5932775860615562,50.115119515838416,45.59561739904432,35.817419949508704,3.9659751592260624,-0.6849536218643703,0.015148828470112896,26.67,22.799999,26.790001,22.450001,25.645000500000002,24.67750025,24.620001000000002,26.67,0.2695710038462969,-1.132739546917612
41,381.220001,376.700012,384.0,371.880005,183433000,2.314301846857063,-0.7148239558823661,1.037243217948685,-0.022388550080112868,-18.303261352972797,-2.8376433370739096,-11.472989199999972,1.827130717593694,47.02620278506348,40.8483693235136,30.180320797192046,4.486357810728345,-1.4113302149556592,0.0152803191060924,28.57,26.52,31.9,24.93,28.4925,27.979999999999997,27.1750005,28.57,0.7292374462797336,-1.1856641803009726
42,380.459991,383.630005,384.76001,372.640015,152039600,2.141297968147243,-1.3289096970588616,-0.04737303846161467,-0.005319242259393175,-1.5806134339922207,-3.4397696164195817,-4.820996050000019,1.9761473249310406,47.75403295104362,49.20969328300389,40.61438011211873,4.131467543039934,-0.2470894286588932,0.01532472752212577,24.66,29.48,30.030001,24.33,25.92000025,27.12500025,28.115,28.37,1.130215818146308,0.8332056129392014
43,384.660004,381.720001,387.679993,381.420013,123149200,1.9817574422538375,-1.8299700235294267,-0.9546805769229536,-0.010675039900212235,-5.543628745343261,-3.960747650658558,-6.83100005,1.9398893214527368,47.578750509805204,47.22818562732837,34.77638614057915,4.57418472941708,-0.558548764709644,0.015158936431602932,25.469999,27.610001,28.389999,24.07,25.84999925,26.38499975,27.0500005,25.469999,0.7851060595319937,-0.7643121118461773
44,385.850006,387.170013,389.910004,385.309998,113633600,1.8345567826087992,-2.197911567647054,-1.8507052820512513,0.0017425107790824956,6.077840353340928,-3.6953720710206848,-1.1684880500000077,1.9396181557106222,49.398807065426965,53.038920176670466,43.465897812748395,4.509022850424979,0.334714864027799,0.015202143410686375,24.030001,25.110001,25.25,22.9,24.0525005,24.322500499999997,25.644999499999997,25.269999000000002,1.0522218315062064,0.3421036619084504
45,389.690002,389.579987,391.399994,388.170013,109899400,1.6986770275572955,-1.2621151911765196,-2.1516668974358026,0.006640623690186143,10.757357197777562,-3.0992562033964974,0.8729847000000177,1.815374228536322,51.39209757658091,55.37867859888878,50.86262010281477,4.351974483717836,0.6984523868633964,0.015581088949834232,22.559999,23.76,23.870001,22.379999,22.842499500000002,23.142499750000002,23.8149995,23.830001,0.43880828125531424,-0.028231414569362182
46,392.230011,393.529999,395.649994,391.73999,86245000,1.5731925086663112,1.6066772382353065,-2.1099366346153943,0.01563790252572317,17.971251450431982,-2.254200887600698,4.041995399999962,1.7631923894054635,53.92327362612594,58.98562572521599,57.77172554503174,4.342262628125661,1.2858974610928304,0.016503513104937362,21.91,22.5,22.5,21.450001,21.942500250000002,22.09000025,22.660001,22.359999000000002,0.8719330250331105,0.33143511805372405
47,392.070007,394.059998,394.209991,391.200012,64653600,1.4970530126909174,4.121792655882302,-2.3887176282051428,0.015774624894602907,18.9183199814143,-0.8454624086751297,4.261993799999971,1.627889854159385,55.76856908098635,59.45915999070715,64.19318457675834,4.065856949256549,1.291846787424479,0.017892243937556174,20.690001,22.57,22.99,20.629999,21.25000025,21.72,21.8099995,21.71,0.5458168086802995,0.5075601205067523
48,394.329987,396.410004,396.690002,392.029999,73427200,1.3869815191767572,5.7089389058823485,-1.6084598782051671,0.020797958070529088,23.154850917584852,0.691897979590426,6.202499700000033,1.5592142901226214,57.70485454025505,61.577425458792426,70.10770702716405,3.9148240017083054,1.7272719121360567,0.019805943945572224,20.030001,21.84,21.860001,19.870001,20.447501,20.90000075,21.4300005,20.490001,0.5984873273155297,0.5274813147801508
49,397.070007,395.910004,397.829987,395.079987,73722500,1.2852164702928477,7.132054355882303,-0.6280100769230899,0.01868308113190631,21.697861800609942,1.4034197624444062,4.957001000000048,1.445639290420953,58.75287999360503,60.84893090030497,58.31914041293579,3.83245866821228,1.5726069722407199,0.022085494226264935,19.790001,20.139999,20.309999,19.33,19.80500025,19.89249975,20.595000499999998,19.830001,0.19139697952558815,-0.2921406753343525
50,394.529999,397.26001,398.119995,393.299988,97959300,1.3214490537669403,7.742199514705874,-0.24762354487182847,0.021474329735784004,24.301858212144985,2.7473363001399456,5.111508350000008,1.4104047614039186,59.885563031094186,62.15092910607249,65.43773797840149,3.6369863188587326,1.699179266023028,0.02472551075682894,19.23,20.1,20.950001,19.18,19.64750025,19.86500025,20.0650005,19.590001,0.9099424654904487,0.6919653782778753
51,394.480011,391.480011,396.720001,390.75,115349100,1.4112524012705892,7.314171905882347,0.11673517307696102,0.00648979040938924,7.775948968872282,3.67589943651526,-1.8049896500000386,1.462121195429617,57.88636684887484,53.887974484436135,55.12999215246708,3.5334626694436135,0.5166464571145252,0.027215884814379976,21.58,18.950001,22.6,18.950001,21.17750025,20.520000500000002,20.7750005,21.58,0.5678335878975714,-0.7604948074289117
52,389.880005,389.480011,391.570007,387.149994,113624500,1.5709786122708804,6.148407014705867,0.8114776730768654,0.0014072291481679322,2.688540156180137,3.966526400959025,-5.0249893499999985,1.4249919972934633,55.70566792527992,51.34427007809006,46.65182876247822,3.687418034258512,0.0918667901873723,0.02940587057045363,20.950001,21.43,23.17,19.9,21.2425005,21.36250025,21.0600005,21.38,0.43346721512430286,-0.1025941302119334
53,390.029999,392.589996,394.070007,389.970001,73778600,1.4565121864302926,5.146289964705829,2.0633351217948643,0.00921580577368486,9.817254574066553,4.21827347883532,-2.8860035000000153,1.381097492212547,55.439987712531035,54.908627287033276,54.72522434251751,3.604807459567228,0.6842104880585648,0.031533782477932704,18.879999,21.91,22.290001,18.870001,19.73,20.48750025,21.020000500000002,20.750001,1.0358198113884058,0.6563589997086378
54,391.910004,389.5,393.459991,388.660004,90686600,1.4458519235217158,3.7352334323529703,2.6732711794871875,0.0015834232813582982,1.8349483799427588,4.357832712587807,-6.922999600000026,1.3707596347904727,53.93248320501115,50.91747418997138,47.05204451283175,3.3862540824655882,0.0693609479868237,0.033359758347706325,20.299999,19.459999,21.58,18.799999,20.24499925,20.03499925,20.545,20.299999,0.3954956454747675,-0.614938117272458
55,391.0,387.519989,392.75,387.470001,97588600,1.4272614026083084,2.379353202941161,3.3404496282051355,-0.003036777380157063,-3.0290542507913236,4.181227052020734,-9.801010150000025,1.3757296720611323,52.11681309487555,48.48547287460434,41.754591737879004,3.1770873127069597,-0.310886110463512,0.034768736113277576,21.200001,20.639999,21.49,19.299999,20.79750025,20.65749975,20.1899995,21.200001,0.4475703324808184,-0.8900283887468006
56,385.980011,389.700012,390.549988,383.899994,116128600,1.5827659847188793,0.9855867294117502,3.654744532051268,0.0028386434569722674,2.4931231669610154,3.7098204629711953,-8.499987999999973,1.4131544370242999,51.82672925774387,51.246561583480506,47.87818120213626,3.2145082353062997,0.13047808244510456,0.03596296126053833,19.809999,20.799999,23.549999,19.809999,20.744999,20.992499000000002,21.424999,21.000001,1.1839931783410398,0.963780738376119
57,390.929993,395.980011,396.410004,390.290009,114409100,1.468031826541712,1.6057938558823253,3.985771788461534,0.018469118373083404,16.39479798159888,3.7327027316620813,-3.0424880500000313,1.431247382478085,53.95028583542906,58.197398990799435,52.54213103143566,3.5169374509914144,1.319334172397143,0.03739727810299076,18.860001,19.32,21.49,18.68,19.472500500000002,19.58750025,21.1149995,19.609999000000002,1.4017883247960434,1.291795996834647
58,394.399994,395.779999,396.75,392.809998,108107600,1.361727505396838,2.0011752970588645,3.952117942307723,0.01737598706626442,15.828391692789525,3.456425460637905,-4.0195004500000096,1.373774997212717,55.271589172417634,57.91419584639476,47.88258535649333,3.421989979468423,1.2348892124094817,0.03898619555080529,20.74,20.4,21.6,19.42,20.625,20.54,20.14,20.74,0.5958433153525878,0.3498998531931983
59,394.420013,394.730011,395.450012,393.019989,76262200,1.2632179373703656,2.5124998235294242,3.711798051282017,0.013905062659323342,12.72714739016573,2.9299131235191873,-5.99998770000002,1.2870006432996142,55.63558401330605,56.36357369508286,43.562739203361964,3.2198945528523812,1.005554471567588,0.04059797537379062,19.610001,20.76,21.75,19.469999,20.11000025,20.3975,20.585,20.54,0.26114268192573487,0.07859591039565413
60,395.339996,396.329987,398.0,395.309998,112734200,1.1719180714962791,3.6225289499999462,3.3655150833334346,0.01712749026125371,16.400304177823745,2.4211805892227836,-5.689011649999941,1.2209066776345356,56.490440038508,58.200152088911864,49.059709168003245,3.1560939287712007,1.2539224763825303,0.04230966139342485,19.4,19.799999,20.110001,18.85,19.44000025,19.54,20.3,19.410001,0.672839587927758,0.25041508828265174
61,398.399994,400.609985,400.670013,398.179993,99682900,1.08728864613922,5.782237261764635,3.4171803205128413,0.027215217437292605,25.44050417970037,2.3258914823223558,-2.695512650000012,1.1912617471373321,58.56704405562206,62.72025208985018,54.964622001301635,3.1288464117453736,1.8591733675778155,0.04436993419498769,17.33,18.6,18.639999,17.290001,17.6475,17.965,18.700001,19.2,0.569783894123249,0.55471662482003
62,403.459991,406.359985,406.940002,403.380005,91684800,1.0088323462007478,7.737618661764657,3.2512808782051934,0.03949550863220308,35.52739904724037,2.9780728462410675,2.075486499999954,1.2255161653400963,61.63259587828811,67.76369952362019,61.773926091119215,3.4280028487220053,2.447931623908281,0.04707981800076144,17.91,18.16,18.4,17.35,17.8925,17.955000000000002,17.965,17.91,0.8625417829843728,0.7187810600035414
63,405.76001,406.119995,407.23999,405.399994,62021000,0.9360903179381905,9.649441202941091,3.480509929487198,0.036255257497266324,34.70825791159582,3.6749537110586252,0.5069961500000204,1.1231505928591647,63.539773570791375,67.3541289557979,51.266792544121785,3.293906291700863,2.1285026398157973,0.05025771058668749,18.120001,18.07,18.299999,17.370001,17.977500499999998,17.96500025,17.875,18.120001,0.3647426960581835,0.08871869852329574
64,405.940002,406.589996,406.959991,405.450012,55836300,0.8686390035135327,11.596088285294115,4.252110897435898,0.03572553827033231,35.530082379182026,4.147902219592258,-0.26050285000002305,1.0217888179473293,64.94819611039125,67.76504118959102,60.06558466282721,3.006867502015064,1.9637240633400175,0.053798054574727416,17.16,17.99,18.17,16.870001,17.340000250000003,17.54750025,17.585,17.920001,0.25126594939515456,0.16012070670482786
65,407.929993,408.519989,408.579987,406.929993,57863100,0.8060872619796123,13.282998235294144,4.7342264679487585,0.03840570729719461,38.929421407258076,5.192747377057075,0.31749125000004597,0.946316264298579,66.45370097480385,69.46471070362904,67.50292449923015,2.8747845018231546,1.9876672729079699,0.05771093018525075,16.950001,16.92,17.360001,16.549999,16.9525005,16.94500025,17.3599995,16.96,0.15933959531139266,0.14463167948525546
66,408.390015,411.48999,411.670013,408.26001,61104600,0.7480737473747137,14.832175964705868,5.41018805769238,0.0428892155477032,43.83706177996158,6.596392540183979,2.2059935499999597,0.9247141149108855,68.2753109465295,71.91853088998079,73.61810358843455,2.895283692125708,2.103850468596726,0.06207122160926115,16.690001,17.049999,17.34,16.200001,16.730000750000002,16.82000025,16.780001,16.750001,0.8031533288099558,0.7590721825067079
67,410.850006,411.640015,411.929993,410.200012,56704900,0.6942645180284698,15.340087235294106,6.076343955128209,0.039728259436685454,44.08151054657729,7.5679298676913,1.2690190499999972,0.8571622180880563,69.53045905544921,72.04075527328864,78.56428347604101,2.8043044833518302,1.9394112796150302,0.06673638803667004,16.91,17.43,17.91,16.809999,17.13499975,17.26499975,17.0550005,16.91,0.26286649244931903,0.19228647644220742
68,411.529999,412.859985,413.529999,411.119995,56551000,0.6443508541605282,15.72491220588239,6.882111705128182,0.039856903635557384,46.134646660769846,8.38773790073388,1.3554899000000091,0.8185099827561155,70.70941381376113,73.06732333038492,82.39941823490027,2.68960938969927,1.8699320172827232,0.07165927131391747,16.65,16.99,17.860001,16.43,16.89750025,16.98250025,17.17,16.71,0.48599130193665424,0.32318081384876624
69,412.829987,411.450012,413.959991,410.869995,61659900,0.5980472634447989,16.270881299999985,7.0278164935896825,0.03332966131376769,39.748262255419164,9.046488776176673,-1.2409836499999756,0.8119397745356437,70.43098625174395,69.87413112770957,69.29536267564905,2.4744077335374377,1.5827129454597797,0.07661337339446295,16.99,16.709999,17.690001,15.38,16.76250025,16.6925,16.6200005,16.99,0.27372139514661403,-0.33427198688451903
70,413.73999,415.869995,416.160004,413.690002,60229800,0.5550896564719554,16.86385445882354,7.598137365384559,0.04154275648128869,47.494660477572175,9.889402847400715,2.3444992000000866,0.8472106913584188,71.53643424742467,73.74733023878609,73.83171795599709,2.5073219493910126,1.8654235423940964,0.08181754343661307,16.57,16.780001,16.92,15.94,16.5,16.55250025,16.5350005,16.79,0.584911794482336,0.514817288993515
71,417.25,417.26001,417.910004,415.730011,82037300,0.5152336760181674,17.207941644117625,8.41102101282047,0.04224507577000414,49.68548263424199,10.270254296513576,3.1425128500000596,0.8014638446867127,72.6385366039901,74.842741317121,77.69760372766079,2.462815954210916,1.8877623565285506,0.08723471604845656,16.25,16.65,16.879999,16.049999,16.3574995,16.4574995,16.43,16.37,0.1581795086878406,0.0023990413421264233
72,416.26001,415.209991,416.73999,413.790009,78498500,0.6174953527582397,17.179706058823513,9.150508833333333,0.034968834845827246,40.38214846533039,10.120890491790876,0.6174938500000167,0.8094610539741751,71.82271581354847,70.19107423266519,66.93576984213887,2.413024149047971,1.5687878635817285,0.09259116033168979,17.290001,17.040001,18.610001,16.780001,17.492500999999997,17.430001,17.33,17.290001,0.11530773758448595,-0.2522507506786492
73,413.910004,412.170013,415.089996,410.589996,81851800,0.8027895658480568,16.55314725588238,9.41730546153849,0.02561057917031162,27.706526742745776,9.438794543219348,-2.8804843500000175,0.8561598293923894,69.16623166615662,63.85326337137289,59.02085739999634,2.487975468186261,1.2036863817629229,0.09759400811077956,18.68,17.360001,19.700001,17.24,18.57500025,18.245000499999996,18.240001,18.68,0.28508419429262455,-0.42037906385080553
74,411.51001,416.070007,416.290009,411.359985,66793000,0.7452083348421191,15.960000864705819,9.470319999999958,0.03337066820585832,35.72476964842271,9.062709700232318,0.49200874999996813,0.8930370707446207,68.73161605217487,67.86238482421135,63.08132193445372,2.3653123759780468,1.4940730218730611,0.10248863808453024,17.5,18.48,19.290001,16.91,17.80000025,18.04500025,18.3050005,18.48,1.1615753891381584,1.108113263150015
75,415.890015,412.269989,416.779999,411.130005,97582800,0.6917731163035903,14.706735973529305,9.353589307692289,0.022335078087411198,21.57554209109516,8.091209778762588,-3.839509499999963,0.9638272948341559,66.08366771663245,60.78777104554757,57.90648717680275,2.1867102449325166,1.037191752817612,0.106941451749476,18.709999,17.280001,19.9,16.99,18.577499500000002,18.22,18.405,18.709999,0.2139950390489586,-0.8704286877385108
